GEOCODE,NAME,total_pop,one_race_pop,multi_race,hisp_latino,not_hisp_latino,one_race_nh,white_alone_nh,black_alone_nh,asian_alone_nh,other_races,pct_hisp_lat,pct_multi_race,pct_white,pct_black,pct_asian,pct_other_races
21047200800,Census Tract 2008,2640,2483,135,78,2562,2427,1026,1371,5,25,2.95,5.11,38.86,51.93,0.19,0.95
21047200901,Census Tract 2009.01,2840,2700,111,79,2761,2650,2137,456,36,21,2.78,3.91,75.25,16.06,1.27,0.74
21047200902,Census Tract 2009.02,3407,3253,127,91,3316,3189,2947,195,29,18,2.67,3.73,86.5,5.72,0.85,0.53
21047201000,Census Tract 2010,2074,2000,60,48,2026,1966,1928,21,4,13,2.31,2.89,92.96,1.01,0.19,0.63
21047201100,Census Tract 2011,3643,3495,129,52,3591,3462,3337,109,7,9,1.43,3.54,91.6,2.99,0.19,0.25
21047201200,Census Tract 2012,2758,2652,91,51,2707,2616,2459,123,8,26,1.85,3.3,89.16,4.46,0.29,0.94
21047201301,Census Tract 2013.01,3336,3213,96,149,3187,3091,2697,367,4,23,4.47,2.88,80.85,11.0,0.12,0.69
21047201303,Census Tract 2013.03,4202,3686,353,540,3662,3309,2185,991,55,78,12.85,8.4,52.0,23.58,1.31,1.86
21047201304,Census Tract 2013.04,3686,3291,287,497,3189,2902,1660,1110,65,67,13.48,7.79,45.04,30.11,1.76,1.82
21047201400,Census Tract 2014,3138,2980,129,98,3040,2911,2680,154,60,17,3.12,4.11,85.4,4.91,1.91,0.54
21047201501,Census Tract 2015.01,4834,4142,386,1053,3781,3395,2593,591,84,127,21.78,7.99,53.64,12.23,1.74,2.63
21047201502,Census Tract 2015.02,3847,3401,270,759,3088,2818,2056,562,110,90,19.73,7.02,53.44,14.61,2.86,2.34
21047201503,Census Tract 2015.03,4144,3917,153,762,3382,3229,2344,686,149,50,18.39,3.69,56.56,16.55,3.6,1.21
21047980100,Census Tract 9801,0,0,0,0,0,0,0,0,0,0,,,,,,
21049020101,Census Tract 201.01,5443,5148,182,430,5013,4831,4539,242,19,31,7.9,3.34,83.39,4.45,0.35,0.57
21049020103,Census Tract 201.03,3648,3493,114,77,3571,3457,3351,76,20,10,2.11,3.12,91.86,2.08,0.55,0.27
21049020105,Census Tract 201.05,3686,3554,89,120,3566,3477,3299,143,14,21,3.26,2.41,89.5,3.88,0.38,0.57
21049020106,Census Tract 201.06,3330,3137,162,124,3206,3044,2929,98,8,9,3.72,4.86,87.96,2.94,0.24,0.27
21049020201,Census Tract 202.01,3198,3059,101,144,3054,2953,2199,740,5,9,4.5,3.16,68.76,23.14,0.16,0.28
21049020202,Census Tract 202.02,4089,3826,192,188,3901,3709,3527,158,7,17,4.6,4.7,86.26,3.86,0.17,0.42
21049020300,Census Tract 203,2507,2431,62,55,2452,2390,2367,5,8,10,2.19,2.47,94.42,0.2,0.32,0.4
21049020400,Census Tract 204,3281,3164,89,67,3214,3125,3088,9,10,18,2.04,2.71,94.12,0.27,0.3,0.55
21049020500,Census Tract 205,2866,2787,60,42,2824,2764,2709,31,11,13,1.47,2.09,94.52,1.08,0.38,0.45
21049020600,Census Tract 206,4924,4640,177,230,4694,4517,4259,133,107,18,4.67,3.59,86.49,2.7,2.17,0.37
21051950100,Census Tract 9501,1671,1632,27,30,1641,1614,1577,24,2,11,1.8,1.62,94.37,1.44,0.12,0.66
21051950201,Census Tract 9502.01,2930,2848,74,16,2914,2840,2814,8,5,13,0.55,2.53,96.04,0.27,0.17,0.44
21051950202,Census Tract 9502.02,2973,2898,72,14,2959,2887,2868,10,1,8,0.47,2.42,96.47,0.34,0.03,0.27
21051950301,Census Tract 9503.01,2488,2424,55,37,2451,2396,2311,80,0,5,1.49,2.21,92.89,3.22,0.0,0.2
21051950302,Census Tract 9503.02,3656,3588,57,168,3488,3431,2782,631,11,7,4.6,1.56,76.09,17.26,0.3,0.19
21051950400,Census Tract 9504,2952,2909,42,8,2944,2902,2898,3,0,1,0.27,1.42,98.17,0.1,0.0,0.03
21051950500,Census Tract 9505,2420,2361,42,31,2389,2347,2301,34,1,11,1.28,1.74,95.08,1.4,0.04,0.45
21051950600,Census Tract 9506,1255,1201,42,49,1206,1164,1135,26,1,2,3.9,3.35,90.44,2.07,0.08,0.16
21053970100,Census Tract 9701,2752,2679,63,35,2717,2654,2635,2,6,11,1.27,2.29,95.75,0.07,0.22,0.4
21053970202,Census Tract 9702.02,3347,3239,86,134,3213,3127,3105,11,1,10,4.0,2.57,92.77,0.33,0.03,0.3
21053970203,Census Tract 9702.03,1561,1521,39,13,1548,1509,1497,12,0,0,0.83,2.5,95.9,0.77,0.0,0.0
21053970204,Census Tract 9702.04,1593,1520,63,63,1530,1467,1443,14,3,7,3.95,3.95,90.58,0.88,0.19,0.44
21055930100,Census Tract 9301,1840,1801,28,20,1820,1792,1787,1,2,2,1.09,1.52,97.12,0.05,0.11,0.11
21055930200,Census Tract 9302,4117,3959,124,66,4051,3927,3832,67,3,25,1.6,3.01,93.08,1.63,0.07,0.61
21055930300,Census Tract 9303,1395,1370,21,13,1382,1361,1349,8,0,4,0.93,1.51,96.7,0.57,0.0,0.29
21055930400,Census Tract 9304,1638,1576,56,14,1624,1568,1556,6,0,6,0.85,3.42,94.99,0.37,0.0,0.37
21057950100,Census Tract 9501,3713,3551,145,57,3656,3511,3368,131,1,11,1.54,3.91,90.71,3.53,0.03,0.3
21057950200,Census Tract 9502,2175,2115,56,20,2155,2099,2077,19,1,2,0.92,2.57,95.49,0.87,0.05,0.09
21059000100,Census Tract 1,3335,3072,188,208,3127,2939,2266,608,32,33,6.24,5.64,67.95,18.23,0.96,0.99
21059000200,Census Tract 2,3477,3183,247,234,3243,2996,2263,682,20,31,6.73,7.1,65.08,19.61,0.58,0.89
21059000300,Census Tract 3,2018,1873,108,193,1825,1717,1392,231,84,10,9.56,5.35,68.98,11.45,4.16,0.5
21059000401,Census Tract 4.01,5546,5114,349,341,5205,4856,4430,265,129,32,6.15,6.29,79.88,4.78,2.33,0.58
21059000402,Census Tract 4.02,2247,2060,167,136,2111,1944,1713,204,13,14,6.05,7.43,76.23,9.08,0.58,0.62
21059000500,Census Tract 5,1938,1791,109,192,1746,1637,1479,120,5,33,9.91,5.62,76.32,6.19,0.26,1.7
21059000600,Census Tract 6,5810,5577,189,254,5556,5367,4876,407,66,18,4.37,3.25,83.92,7.01,1.14,0.31
21059000700,Census Tract 7,4497,4328,125,101,4396,4271,3997,130,137,7,2.25,2.78,88.88,2.89,3.05,0.16
21059000800,Census Tract 8,3823,3584,182,150,3673,3491,3063,154,254,20,3.92,4.76,80.12,4.03,6.64,0.52
21059000900,Census Tract 9,5247,4961,227,137,5110,4883,4519,177,171,16,2.61,4.33,86.13,3.37,3.26,0.3
21059001000,Census Tract 10,3240,3023,132,239,3001,2869,2431,136,292,10,7.38,4.07,75.03,4.2,9.01,0.31
21059001100,Census Tract 11,2493,2394,77,74,2419,2342,2100,164,51,27,2.97,3.09,84.24,6.58,2.05,1.08
21059001200,Census Tract 12,3308,3119,133,104,3204,3071,2802,138,117,14,3.14,4.02,84.7,4.17,3.54,0.42
21059001300,Census Tract 13,6283,5944,288,181,6102,5814,5349,330,109,26,2.88,4.58,85.13,5.25,1.73,0.41
21059001401,Census Tract 14.01,5470,5217,162,255,5215,5053,4811,171,43,28,4.66,2.96,87.95,3.13,0.79,0.51
21059001402,Census Tract 14.02,5514,5261,180,154,5360,5180,5042,70,34,34,2.79,3.26,91.44,1.27,0.62,0.62
21059001501,Census Tract 15.01,3717,3533,106,246,3471,3365,3296,43,9,17,6.62,2.85,88.67,1.16,0.24,0.46
21059001502,Census Tract 15.02,3490,3416,57,38,3452,3395,3382,6,7,0,1.09,1.63,96.91,0.17,0.2,0.0
21059001601,Census Tract 16.01,5030,4833,162,92,4938,4776,4489,89,181,17,1.83,3.22,89.24,1.77,3.6,0.34
21059001602,Census Tract 16.02,4783,4632,117,66,4717,4600,4566,17,8,9,1.38,2.45,95.46,0.36,0.17,0.19
21059001701,Census Tract 17.01,6297,5887,317,347,5950,5633,4672,443,473,45,5.51,5.03,74.19,7.04,7.51,0.71
21059001702,Census Tract 17.02,3507,3344,136,71,3436,3300,3062,95,128,15,2.02,3.88,87.31,2.71,3.65,0.43
21059001703,Census Tract 17.03,5363,5159,150,110,5253,5103,4981,61,34,27,2.05,2.8,92.88,1.14,0.63,0.5
21059001800,Census Tract 18,6879,6648,188,222,6657,6469,6346,86,20,17,3.23,2.73,92.25,1.25,0.29,0.25
21061920200,Census Tract 9202,4123,4004,103,45,4078,3975,3944,7,13,11,1.09,2.5,95.66,0.17,0.32,0.27
21061920300,Census Tract 9203,1286,1257,28,12,1274,1246,1231,5,4,6,0.93,2.18,95.72,0.39,0.31,0.47
21061920401,Census Tract 9204.01,2804,2710,71,51,2753,2682,2642,22,7,11,1.82,2.53,94.22,0.78,0.25,0.39
21061920402,Census Tract 9204.02,3809,3694,102,44,3765,3663,3632,15,2,14,1.16,2.68,95.35,0.39,0.05,0.37
21061980100,Census Tract 9801,104,99,5,4,100,95,37,49,6,3,3.85,4.81,35.58,47.12,5.77,2.88
21063920101,Census Tract 9201.01,2850,2820,28,40,2810,2782,2515,243,7,17,1.4,0.98,88.25,8.53,0.25,0.6
21063920102,Census Tract 9201.02,2638,2594,41,29,2609,2568,2554,3,2,9,1.1,1.55,96.82,0.11,0.08,0.34
21063920200,Census Tract 9202,1866,1823,34,22,1844,1810,1806,0,1,3,1.18,1.82,96.78,0.0,0.05,0.16
21065920100,Census Tract 9201,1306,1259,38,21,1285,1247,1245,2,0,0,1.61,2.91,95.33,0.15,0.0,0.0
21065920201,Census Tract 9202.01,1861,1811,45,8,1853,1808,1806,1,0,1,0.43,2.42,97.04,0.05,0.0,0.05
21065920202,Census Tract 9202.02,4175,4073,92,50,4125,4033,4010,8,0,15,1.2,2.2,96.05,0.19,0.0,0.36
21065920301,Census Tract 9203.01,1807,1747,51,16,1791,1740,1727,5,1,7,0.89,2.82,95.57,0.28,0.06,0.39
21065920302,Census Tract 9203.02,3532,3423,86,31,3501,3415,3396,7,6,6,0.88,2.43,96.15,0.2,0.17,0.17
21065920400,Census Tract 9204,1482,1450,30,5,1477,1447,1435,7,0,5,0.34,2.02,96.83,0.47,0.0,0.34
21067000101,Census Tract 1.01,3000,2754,182,187,2813,2631,1933,606,70,22,6.23,6.07,64.43,20.2,2.33,0.73
21067000102,Census Tract 1.02,1447,1375,58,43,1404,1346,1054,265,15,12,2.97,4.01,72.84,18.31,1.04,0.83
21067000200,Census Tract 2,3181,3010,136,173,3008,2872,1906,921,27,18,5.44,4.28,59.92,28.95,0.85,0.57
21067000300,Census Tract 3,2822,2560,179,255,2567,2388,1089,1273,5,21,9.04,6.34,38.59,45.11,0.18,0.74
21067000400,Census Tract 4,1847,1697,102,202,1645,1543,621,906,6,10,10.94,5.52,33.62,49.05,0.32,0.54
21067000500,Census Tract 5,3355,3170,125,124,3231,3106,2934,114,38,20,3.7,3.73,87.45,3.4,1.13,0.6
21067000600,Census Tract 6,4331,4142,129,106,4225,4096,3980,44,59,13,2.45,2.98,91.9,1.02,1.36,0.3
21067000700,Census Tract 7,2316,2190,84,92,2224,2140,1949,64,122,5,3.97,3.63,84.15,2.76,5.27,0.22
21067000801,Census Tract 8.01,3931,3915,15,242,3689,3674,3028,325,141,180,6.16,0.38,77.03,8.27,3.59,4.58
21067000802,Census Tract 8.02,4211,4122,56,221,3990,3934,3317,303,195,119,5.25,1.33,78.77,7.2,4.63,2.83
21067000900,Census Tract 9,6074,5722,218,420,5654,5436,4008,931,430,67,6.91,3.59,65.99,15.33,7.08,1.1
21067001000,Census Tract 10,1585,1438,77,147,1438,1361,924,345,87,5,9.27,4.86,58.3,21.77,5.49,0.32
21067001100,Census Tract 11,5150,4646,134,1788,3362,3228,971,2185,20,52,34.72,2.6,18.85,42.43,0.39,1.01
21067001300,Census Tract 13,1951,1771,82,450,1501,1419,906,487,6,20,23.07,4.2,46.44,24.96,0.31,1.03
21067001400,Census Tract 14,2373,2147,135,342,2031,1896,1448,403,16,29,14.41,5.69,61.02,16.98,0.67,1.22
21067001500,Census Tract 15,2116,1953,114,326,1790,1676,1341,310,8,17,15.41,5.39,63.37,14.65,0.38,0.8
21067001600,Census Tract 16,2596,2400,128,244,2352,2224,1629,538,40,17,9.4,4.93,62.75,20.72,1.54,0.65
21067001700,Census Tract 17,2147,2036,84,147,2000,1916,1746,135,19,16,6.85,3.91,81.32,6.29,0.88,0.75
21067001800,Census Tract 18,2424,2268,125,145,2279,2154,1720,170,250,14,5.98,5.16,70.96,7.01,10.31,0.58
21067001900,Census Tract 19,4794,4365,241,828,3966,3725,2389,1119,182,35,17.27,5.03,49.83,23.34,3.8,0.73
21067002001,Census Tract 20.01,5587,4837,248,2294,3293,3045,2078,897,41,29,41.06,4.44,37.19,16.06,0.73,0.52
21067002002,Census Tract 20.02,2346,2040,64,948,1398,1334,980,326,16,12,40.41,2.73,41.77,13.9,0.68,0.51
21067002200,Census Tract 22,1548,1426,83,93,1455,1372,1110,142,105,15,6.01,5.36,71.71,9.17,6.78,0.97
21067002302,Census Tract 23.02,5348,5034,215,182,5166,4951,4553,213,176,9,3.4,4.02,85.13,3.98,3.29,0.17
21067002303,Census Tract 23.03,4269,4046,156,217,4052,3896,3181,493,200,22,5.08,3.65,74.51,11.55,4.68,0.52
21067002304,Census Tract 23.04,2028,1951,55,47,1981,1926,1888,3,27,8,2.32,2.71,93.1,0.15,1.33,0.39
21067002400,Census Tract 24,4203,4023,117,196,4007,3890,3164,123,552,51,4.66,2.78,75.28,2.93,13.13,1.21
21067002500,Census Tract 25,3345,3141,124,173,3172,3048,2885,87,60,16,5.17,3.71,86.25,2.6,1.79,0.48
21067002600,Census Tract 26,5102,4690,200,620,4482,4282,3736,424,92,30,12.15,3.92,73.23,8.31,1.8,0.59
21067002700,Census Tract 27,4111,3790,180,518,3593,3413,2912,268,201,32,12.6,4.38,70.83,6.52,4.89,0.78
21067002800,Census Tract 28,3842,3617,151,180,3662,3511,3195,132,152,32,4.69,3.93,83.16,3.44,3.96,0.83
21067002900,Census Tract 29,4282,4053,182,156,4126,3944,3776,74,71,23,3.64,4.25,88.18,1.73,1.66,0.54
21067003000,Census Tract 30,5928,5456,255,774,5154,4899,4247,520,99,33,13.06,4.3,71.64,8.77,1.67,0.56
21067003101,Census Tract 31.01,2899,2671,124,397,2502,2378,1730,592,13,43,13.69,4.28,59.68,20.42,0.45,1.48
21067003102,Census Tract 31.02,2547,2382,109,264,2283,2174,1041,1092,15,26,10.37,4.28,40.87,42.87,0.59,1.02
21067003201,Census Tract 32.01,1703,1566,81,186,1517,1436,1182,244,5,5,10.92,4.76,69.41,14.33,0.29,0.29
21067003202,Census Tract 32.02,6408,5918,294,800,5608,5314,3907,1302,57,48,12.48,4.59,60.97,20.32,0.89,0.75
21067003300,Census Tract 33,2926,2739,142,275,2651,2509,1862,566,50,31,9.4,4.85,63.64,19.34,1.71,1.06
21067003402,Census Tract 34.02,4805,4425,261,443,4362,4101,2859,1021,162,59,9.22,5.43,59.5,21.25,3.37,1.23
21067003404,Census Tract 34.04,4676,4345,245,360,4316,4071,2416,1541,70,44,7.7,5.24,51.67,32.96,1.5,0.94
21067003405,Census Tract 34.05,6076,5553,403,472,5604,5201,3715,1315,120,51,7.77,6.63,61.14,21.64,1.97,0.84
21067003406,Census Tract 34.06,6754,6116,445,594,6160,5715,4734,871,62,48,8.79,6.59,70.09,12.9,0.92,0.71
21067003407,Census Tract 34.07,3847,3567,217,230,3617,3400,2539,518,312,31,5.98,5.64,66.0,13.47,8.11,0.81
21067003501,Census Tract 35.01,3872,3570,195,364,3508,3313,2590,582,125,16,9.4,5.04,66.89,15.03,3.23,0.41
21067003503,Census Tract 35.03,2646,2453,126,201,2445,2319,1770,421,107,21,7.6,4.76,66.89,15.91,4.04,0.79
21067003504,Census Tract 35.04,3770,3420,241,393,3377,3136,1941,997,146,52,10.42,6.39,51.49,26.45,3.87,1.38
21067003600,Census Tract 36,4427,4249,137,88,4339,4202,3988,87,111,16,1.99,3.09,90.08,1.97,2.51,0.36
21067003701,Census Tract 37.01,2895,2785,45,294,2601,2556,1858,654,27,17,10.16,1.55,64.18,22.59,0.93,0.59
21067003702,Census Tract 37.02,4697,4235,261,563,4134,3873,2630,1108,119,16,11.99,5.56,55.99,23.59,2.53,0.34
21067003703,Census Tract 37.03,5309,4873,253,409,4900,4647,3443,1046,123,35,7.7,4.77,64.85,19.7,2.32,0.66
21067003704,Census Tract 37.04,7431,6822,375,686,6745,6370,4146,1852,335,37,9.23,5.05,55.79,24.92,4.51,0.5
21067003802,Census Tract 38.02,2048,1823,61,543,1505,1444,1342,80,14,8,26.51,2.98,65.53,3.91,0.68,0.39
21067003803,Census Tract 38.03,3494,3206,185,406,3088,2903,1793,1027,44,39,11.62,5.29,51.32,29.39,1.26,1.12
21067003804,Census Tract 38.04,6479,5985,163,1958,4521,4358,813,3462,26,57,30.22,2.52,12.55,53.43,0.4,0.88
21067003906,Census Tract 39.06,4583,4337,192,138,4445,4253,3785,264,188,16,3.01,4.19,82.59,5.76,4.1,0.35
21067003908,Census Tract 39.08,6983,6506,323,381,6602,6279,4909,772,551,47,5.46,4.63,70.3,11.06,7.89,0.67
21067003909,Census Tract 39.09,3207,2900,197,439,2768,2571,1735,721,90,25,13.69,6.14,54.1,22.48,2.81,0.78
21067003910,Census Tract 39.10,2863,2583,157,575,2288,2131,939,1103,78,11,20.08,5.48,32.8,38.53,2.72,0.38
21067003911,Census Tract 39.11,3815,3462,256,622,3193,2937,1749,1056,111,21,16.3,6.71,45.85,27.68,2.91,0.55
21067003912,Census Tract 39.12,4352,4073,201,205,4147,3946,2878,767,281,20,4.71,4.62,66.13,17.62,6.46,0.46
21067003913,Census Tract 39.13,8762,8205,408,308,8454,8046,6426,549,1047,24,3.52,4.66,73.34,6.27,11.95,0.27
21067003914,Census Tract 39.14,2482,2314,115,115,2367,2252,1447,544,241,20,4.63,4.63,58.3,21.92,9.71,0.81
21067003915,Census Tract 39.15,4734,4438,223,172,4562,4339,3538,455,312,34,3.63,4.71,74.74,9.61,6.59,0.72
21067003916,Census Tract 39.16,591,565,18,21,570,552,512,12,28,0,3.55,3.05,86.63,2.03,4.74,0.0
21067003917,Census Tract 39.17,1751,1589,76,232,1519,1443,1043,344,52,4,13.25,4.34,59.57,19.65,2.97,0.23
21067003918,Census Tract 39.18,3065,2896,113,208,2857,2744,2480,179,65,20,6.79,3.69,80.91,5.84,2.12,0.65
21067004001,Census Tract 40.01,6633,5976,450,627,6006,5556,3733,1597,194,32,9.45,6.78,56.28,24.08,2.92,0.48
21067004003,Census Tract 40.03,5331,4990,277,241,5090,4813,4141,538,97,37,4.52,5.2,77.68,10.09,1.82,0.69
21067004005,Census Tract 40.05,1636,1525,75,53,1583,1508,1424,64,19,1,3.24,4.58,87.04,3.91,1.16,0.06
21067004006,Census Tract 40.06,1326,1274,39,34,1292,1253,1183,37,29,4,2.56,2.94,89.22,2.79,2.19,0.3
21067004007,Census Tract 40.07,1808,1714,57,80,1728,1671,1617,24,16,14,4.42,3.15,89.44,1.33,0.88,0.77
21067004103,Census Tract 41.03,1923,1789,88,128,1795,1707,1337,158,204,8,6.66,4.58,69.53,8.22,10.61,0.42
21067004104,Census Tract 41.04,4399,4031,231,439,3960,3729,2938,700,65,26,9.98,5.25,66.79,15.91,1.48,0.59
21067004105,Census Tract 41.05,5364,5044,233,223,5141,4908,4328,301,249,30,4.16,4.34,80.69,5.61,4.64,0.56
21067004106,Census Tract 41.06,4541,4278,191,136,4405,4214,3649,267,261,37,2.99,4.21,80.36,5.88,5.75,0.81
21067004107,Census Tract 41.07,5374,5063,233,167,5207,4974,4360,307,287,20,3.11,4.34,81.13,5.71,5.34,0.37
21067004204,Census Tract 42.04,5883,5499,253,320,5563,5310,4722,222,348,18,5.44,4.3,80.27,3.77,5.92,0.31
21067004205,Census Tract 42.05,7062,6640,284,269,6793,6509,5942,224,328,15,3.81,4.02,84.14,3.17,4.64,0.21
21067004207,Census Tract 42.07,3873,3685,128,111,3762,3634,3221,114,270,29,2.87,3.3,83.17,2.94,6.97,0.75
21067004208,Census Tract 42.08,7565,7148,278,248,7317,7039,5309,169,1532,29,3.28,3.67,70.18,2.23,20.25,0.38
21067004209,Census Tract 42.09,3954,3713,156,146,3808,3652,3351,152,138,11,3.69,3.95,84.75,3.84,3.49,0.28
21067004210,Census Tract 42.10,5411,4995,273,306,5105,4832,3750,337,722,23,5.66,5.05,69.3,6.23,13.34,0.43
21069920100,Census Tract 9201,4443,4314,107,112,4331,4224,4115,85,5,19,2.52,2.41,92.62,1.91,0.11,0.43
21069920200,Census Tract 9202,3278,3212,51,31,3247,3196,3149,23,2,22,0.95,1.56,96.06,0.7,0.06,0.67
21069920300,Census Tract 9203,2698,2622,71,17,2681,2610,2572,28,0,10,0.63,2.63,95.33,1.04,0.0,0.37
21069920400,Census Tract 9204,4663,4564,89,58,4605,4516,4478,12,10,16,1.24,1.91,96.03,0.26,0.21,0.34
21071920100,Census Tract 9201,3481,3390,70,59,3422,3352,3288,15,44,5,1.69,2.01,94.46,0.43,1.26,0.14
21071920200,Census Tract 9202,1863,1823,35,14,1849,1814,1805,2,1,6,0.75,1.88,96.89,0.11,0.05,0.32
21071920301,Census Tract 9203.01,2325,2266,53,22,2303,2250,2231,9,8,2,0.95,2.28,95.96,0.39,0.34,0.09
21071920302,Census Tract 9203.02,2276,2248,21,19,2257,2236,2216,12,3,5,0.83,0.92,97.36,0.53,0.13,0.22
21071920401,Census Tract 9204.01,2719,2683,36,15,2704,2668,2657,6,2,3,0.55,1.32,97.72,0.22,0.07,0.11
21071920402,Census Tract 9204.02,1704,1670,28,30,1674,1646,1632,5,3,6,1.76,1.64,95.77,0.29,0.18,0.35
21071920500,Census Tract 9205,2599,2529,69,14,2585,2516,2485,20,3,8,0.54,2.65,95.61,0.77,0.12,0.31
21071920600,Census Tract 9206,2706,2646,60,10,2696,2636,2613,13,8,2,0.37,2.22,96.56,0.48,0.3,0.07
21071920700,Census Tract 9207,2622,2533,78,24,2598,2520,2513,2,0,5,0.92,2.97,95.84,0.08,0.0,0.19
21071920801,Census Tract 9208.01,2593,2537,46,30,2563,2517,2495,11,3,8,1.16,1.77,96.22,0.42,0.12,0.31
21071920802,Census Tract 9208.02,2374,2312,59,11,2363,2304,2292,7,1,4,0.46,2.49,96.55,0.29,0.04,0.17
21071920900,Census Tract 9209,1830,1797,29,11,1819,1790,1787,1,1,1,0.6,1.58,97.65,0.05,0.05,0.05
21071921001,Census Tract 9210.01,3518,3452,59,28,3490,3431,3404,13,9,5,0.8,1.68,96.76,0.37,0.26,0.14
21071921002,Census Tract 9210.02,3332,3269,57,21,3311,3254,3236,5,10,3,0.63,1.71,97.12,0.15,0.3,0.09
21073070101,Census Tract 701.01,3127,2912,175,231,2896,2721,2138,535,21,27,7.39,5.6,68.37,17.11,0.67,0.86
21073070102,Census Tract 701.02,3324,3105,170,170,3154,2984,2375,523,61,25,5.11,5.11,71.45,15.73,1.84,0.75
21073070401,Census Tract 704.01,2639,2470,117,95,2544,2427,2090,261,61,15,3.6,4.43,79.2,9.89,2.31,0.57
21073070403,Census Tract 704.03,1766,1592,121,135,1631,1510,1299,168,34,9,7.64,6.85,73.56,9.51,1.93,0.51
21073070404,Census Tract 704.04,2772,2601,145,89,2683,2538,2260,255,12,11,3.21,5.23,81.53,9.2,0.43,0.4
21073070405,Census Tract 704.05,1814,1688,85,91,1723,1638,1192,154,275,17,5.02,4.69,65.71,8.49,15.16,0.94
21073070500,Census Tract 705,2070,1918,132,53,2017,1885,1608,243,11,23,2.56,6.38,77.68,11.74,0.53,1.11
21073070601,Census Tract 706.01,2107,1966,103,131,1976,1873,1455,404,6,8,6.22,4.89,69.06,19.17,0.28,0.38
21073070602,Census Tract 706.02,2268,2077,153,122,2146,1993,1575,377,15,26,5.38,6.75,69.44,16.62,0.66,1.15
21073070703,Census Tract 707.03,2226,2107,68,93,2133,2065,1647,189,225,4,4.18,3.05,73.99,8.49,10.11,0.18
21073070704,Census Tract 707.04,2227,2081,109,96,2131,2022,1731,235,34,22,4.31,4.89,77.73,10.55,1.53,0.99
21073070705,Census Tract 707.05,2142,2049,66,47,2095,2029,1928,48,48,5,2.19,3.08,90.01,2.24,2.24,0.23
21073070706,Census Tract 707.06,3168,2939,172,182,2986,2814,2378,349,62,25,5.74,5.43,75.06,11.02,1.96,0.79
21073070801,Census Tract 708.01,2755,2652,95,46,2709,2614,2558,40,9,7,1.67,3.45,92.85,1.45,0.33,0.25
21073070802,Census Tract 708.02,2033,1942,78,55,1978,1900,1782,81,30,7,2.71,3.84,87.65,3.98,1.48,0.34
21073071001,Census Tract 710.01,3112,2976,121,58,3054,2933,2807,79,32,15,1.86,3.89,90.2,2.54,1.03,0.48
21073071002,Census Tract 710.02,2705,2572,104,82,2623,2519,2367,130,10,12,3.03,3.84,87.5,4.81,0.37,0.44
21073071101,Census Tract 711.01,2516,2430,82,35,2481,2399,2356,14,7,22,1.39,3.26,93.64,0.56,0.28,0.87
21073071102,Census Tract 711.02,3875,3714,130,97,3778,3648,3456,103,74,15,2.5,3.35,89.19,2.66,1.91,0.39
21073071200,Census Tract 712,2895,2648,194,139,2756,2562,2280,256,4,22,4.8,6.7,78.76,8.84,0.14,0.76
21075960100,Census Tract 9601,3567,3354,193,71,3496,3303,2590,660,16,37,1.99,5.41,72.61,18.5,0.45,1.04
21075960200,Census Tract 9602,2948,2814,104,80,2868,2764,1976,773,1,14,2.71,3.53,67.03,26.22,0.03,0.47
21077960102,Census Tract 9601.02,2468,2326,103,91,2377,2274,2250,11,3,10,3.69,4.17,91.17,0.45,0.12,0.41
21077960103,Census Tract 9601.03,2381,2229,98,252,2129,2031,1986,32,5,8,10.58,4.12,83.41,1.34,0.21,0.34
21077960104,Census Tract 9601.04,3841,3683,126,149,3692,3566,3526,31,5,4,3.88,3.28,91.8,0.81,0.13,0.1
21079970101,Census Tract 9701.01,2929,2791,118,68,2861,2743,2715,15,7,6,2.32,4.03,92.69,0.51,0.24,0.2
21079970102,Census Tract 9701.02,3306,3144,114,78,3228,3114,3069,19,17,9,2.36,3.45,92.83,0.57,0.51,0.27
21079970201,Census Tract 9702.01,3046,2863,154,79,2967,2813,2701,82,14,16,2.59,5.06,88.67,2.69,0.46,0.53
21079970202,Census Tract 9702.02,1208,1148,47,30,1178,1131,1124,6,1,0,2.48,3.89,93.05,0.5,0.08,0.0
21079970300,Census Tract 9703,3310,3186,101,123,3187,3086,2885,163,7,31,3.72,3.05,87.16,4.92,0.21,0.94
21079970400,Census Tract 9704,3154,3023,111,73,3081,2970,2939,16,5,10,2.31,3.52,93.18,0.51,0.16,0.32
21081920101,Census Tract 9201.01,5550,5253,214,170,5380,5166,5083,50,17,16,3.06,3.86,91.59,0.9,0.31,0.29
21081920102,Census Tract 9201.02,2922,2723,135,152,2770,2635,2567,18,9,41,5.2,4.62,87.85,0.62,0.31,1.4
21081920201,Census Tract 9202.01,2947,2861,76,43,2904,2828,2787,14,13,14,1.46,2.58,94.57,0.48,0.44,0.48
21081920202,Census Tract 9202.02,4249,4007,205,203,4046,3841,3766,29,7,39,4.78,4.82,88.63,0.68,0.16,0.92
21081920301,Census Tract 9203.01,1886,1817,58,27,1859,1801,1790,4,1,6,1.43,3.08,94.91,0.21,0.05,0.32
21081920302,Census Tract 9203.02,5218,4944,220,129,5089,4869,4792,48,12,17,2.47,4.22,91.84,0.92,0.23,0.33
21081920400,Census Tract 9204,2169,2071,84,17,2152,2068,2038,16,7,7,0.78,3.87,93.96,0.74,0.32,0.32
